team_name,members
Divine Right (Earth-616),['Gerry Kammill (Earth-616)']
Squadron Sinister (Earth-616),"['Alice Nugent (Earth-616)', ""Hyperion (Grandmaster's Creation) (Earth-616)"", 'James Sanders (Earth-616)', 'Kinji Obatu (Earth-616)', 'Krimonn (Earth-616)', 'Kyle Richmond (Earth-616)', 'Martha Gomes (Earth-616)', 'William Roberts (Earth-616)', 'Zhib-Ran (Earth-616)']"
Guardians of Space (Earth-616),[]
Typhon Group (Earth-616),[]
Red Cross (Earth-616),"['Amelia Voght (Earth-616)', 'Doctor Necrosis (Earth-616)', 'Pamela Hawley (Earth-616)']"
Mighty Avengers (Initiative) (Earth-616),"['Anthony Stark (Earth-616)', 'Ares (Earth-616)', 'Carol Danvers (Earth-616)', 'Janet Van Dyne (Earth-616)', 'Jessica Jones (Earth-616)', 'Natalia Romanova (Earth-616)', 'Robert Baldwin (Earth-8101)', 'Robert Reynolds (Earth-616)', 'Simon Williams (Earth-616)', 'Veranke (Earth-616)']"
Luftwaffe (Earth-616),"['David Mueller (Earth-616)', 'Elias Schleigal (Earth-616)', 'Eric Koenig (Earth-616)', 'Erik Lonnroth (Earth-616)', 'Fredrich Roth (Earth-616)', 'Hermann Göring (Earth-616)', 'Horst Schlachter (Earth-616)', 'Johan Richter (Earth-616)', 'Rudolph Hess (Earth-616)', 'Stefan von Hargin (Earth-616)']"
Revolutionary Armed Forces of Colombia (Earth-616),[]
Brute Force (Secret Empire) (Earth-616),"['Charles Burlingame (Earth-616)', 'Fieldstone (Earth-616)', 'Fizgig (Earth-616)', 'Hoarfrost (Earth-616)', 'Hoopsnake (Brute Force) (Earth-616)', 'Ingot (Earth-616)', 'Loblolly (Earth-616)', 'Scarum (Earth-616)', 'Watchfire (Earth-616)']"
Deviant Army (Earth-616),[]
Spider-Man Revenge Squad (Earth-616),"['Brian Hibbs (Earth-616)', 'Johnathon Ohnn (Earth-616)', 'Martin Blank (Earth-616)', 'Maxwell Markham (Earth-616)']"
C-Train (Earth-616),[]
Heavy Metal (Earth-616),"['Aaron Stack (Earth-616)', 'Awesome Android (Earth-616)', 'Sentry 459 (Earth-616)', 'Super-Adaptoid (Earth-616)', 'TESS-One (Earth-616)']"
Tribe of Fire (Earth-616),"['Chakel (Earth-616)', 'Erista (Earth-616)', 'Falke (Earth-616)', 'Gahck (Earth-616)', 'Glumph (Earth-616)', 'Kaffkal (Earth-616)']"
Fear Lords (Earth-616),"[""D'Spayre (Earth-616)"", 'Dweller-in-Darkness (Earth-616)', 'Kkallakku (Earth-616)', 'Lurking Unknown (Earth-616)', 'Nightmare (Earth-616)', 'Nox (Earth-616)', 'Straw Man (Earth-616)']"
Hulkbusters (Heroes Reborn) (Earth-616),['Jennifer Walters (Heroes Reborn) (Earth-616)']
Walking Dead (Criminals) (Earth-616),[]
Menace (Team Alpha) (Earth-616),[]
Enchanters (Earth-616),"['Brona (Asgardian) (Earth-616)', 'Enrakt (Earth-616)', 'Forsung (Earth-616)', 'Magnir (Earth-616)']"
Red Hand Gang (Earth-616),[]
American Ninjas (Earth-616),[]
Road Force (Earth-616),"['Comet Woman (Earth-616)', 'Highway Bandit (Earth-616)', 'Kate Ashford (Earth-616)', 'Netster (Earth-616)', 'Peter Drake (Earth-616)', 'Polar Storm (Earth-616)', 'Raul Hernandez (Earth-616)', 'Shadow (Road Force) (Earth-616)', 'Tyrone Wagner (Earth-616)', 'Widowmaker (Shaun) (Earth-616)']"
Revenge Incorporated (Earth-616),['Peter Koestler (Earth-616)']
Caterpillars (Earth-616),"['Aaron Downing (Earth-616)', 'Ahmed Noor (Earth-616)', 'Alexander Aaron (Earth-616)', 'Alexander Pierce (Earth-616)', 'Ben Huth (Earth-616)', 'Bryan Cole (Earth-616)', 'Carlos Ayala (Earth-616)', 'Cornell Gray (Earth-616)', 'Daisy Johnson (Earth-616)', 'Eden Fesi (Earth-616)', 'Elena Rodríguez (Earth-616)', 'Ellis Love (Earth-616)', 'James Taylor James (Earth-616)', 'Jennifer Monroe (Earth-616)', 'Jerry Sledge (Earth-616)', 'Lauren Wolfe (Earth-616)', 'Lynn Richards (Earth-616)', 'Malcolm Monroe (Earth-616)', 'Mikel Fury (Earth-616)', 'Red Webo (Earth-616)', 'Robert Gomorra (Earth-616)', 'Robert Martin (Caterpillars) (Earth-616)', 'Sandra Murphy (Earth-616)', 'Sebastian Druid (Earth-616)']"
Black Fleet (Microverse) (Earth-616),[]
Royal Canadian Mounted Police (Earth-616),"['Chief Inspector Hamilton (Earth-616)', 'Douglas Thompson (Earth-616)', 'Giles McHeath (Earth-616)', 'Heather McNeil (Earth-616)', 'James Hudson (Earth-616)', 'Jean-Paul Beaubier (Earth-616)', 'Jeanne-Marie Beaubier (Earth-616)', 'Louis Martin (Earth-616)', 'Louis Sadler, Jr. (Earth-616)', 'Michael Twoyoungmen (Earth-616)', 'Narya (Earth-616)', 'Preston Dudley (Earth-616)', 'Sergeant Doolin (Earth-616)', 'Walter Langkowski (Earth-616)']"
Department X (Age of X-Man) (Earth-616),"['Elizabeth Braddock (Earth-616)', 'Escher (Age of X-Man) (Earth-616)', 'Frederick Dukes (Earth-616)', 'Jean-Paul Beaubier (Earth-616)', 'Jubilation Lee (Earth-616)', 'Moneta (Age of X-Man) (Earth-616)', 'Queen Dazboh (Age of X-Man) (Earth-616)', 'Robert Drake (Earth-616)', 'Siberian (Age of X-Man) (Earth-616)', 'Twodee (Age of X-Man) (Earth-616)', 'Wayland (Age of X-Man) (Earth-616)']"
Angel Elite (Earth-616),"['Talo (Galadorian) (Earth-616)', 'Val (Earth-616)']"
F.I.6 (Earth-616),"['Scott Wright (Earth-616)', 'Sebastian Edwards (Earth-616)', 'Theobald Blott (Earth-616)']"
Unknown Council (Earth-616),['Lord Drain (Earth-616)']
Psycho-Cops (Earth-616),['Earl Dreller (Earth-616)']
Laughing Death Patrol (Earth-616),[]
Gangsters For Life 2K (Earth-616),[]
Host (Skrulls) (Earth-616),"[""Ch'od (War Skrull) (Earth-616)"", 'Charles Xavier (War Skrull) (Earth-616)', 'Christopher Summers (War Skrull) (Earth-616)', ""Cr'reee (War Skrull) (Earth-616)"", 'Elizabeth Braddock (War Skrull) (Earth-616)', 'Hepzibah (War Skrull) (Earth-616)', 'Jubilation Lee (War Skrull) (Earth-616)', 'Raza Longknife (War Skrull) (Earth-616)']"
Lightning Cult (Earth-616),[]
Lunatic Legion (Kree Insurgents) (Earth-616),"['Arjai-Ush (Earth-616)', 'Fer-Porr (Earth-616)', 'Galen-Kor (Earth-616)', 'Kay-Sade (Earth-616)', 'Sro-Himm (Earth-616)', 'Tohn-Bil (Earth-616)', 'Zarek (Earth-616)']"
Figueroa Street Gang (Earth-616),[]
"Food, Emergency Aid, Shelter and Training (Earth-616)","['Andrea Benton (Earth-616)', 'Edward Brock (Earth-616)', 'Maybelle Parker (Earth-616)', 'Mister Negative (Earth-616)', 'Randolph Robertson (Earth-616)']"
Omega Confederation (Earth-616),"['Bang (Earth-616)', 'Boom (Earth-616)', 'Drinn (Earth-616)', 'High Magistrate of the Omega Confederation (Earth-616)']"
Sandorr's Hunters (Earth-616),"['Cordon (Earth-616)', 'Linga (Earth-616)', 'Mistur (Earth-616)', 'Mud-Ah (Earth-616)', 'Sandorr (Earth-616)']"
Starblasters (Earth-616),"['Codabac (Earth-616)', 'Insidio (Earth-616)', 'Nygorn (Earth-616)', 'Skar (Earth-616)', 'Skeletron (Earth-616)', 'Threkker (Earth-616)', 'Trieste Rahn (Earth-616)', 'Xlyym (Earth-616)', 'Zardok (Earth-616)', 'Zun (Earth-616)']"
Gamma Flight (Earth-616),"['Alexander Thorne (Earth-616)', 'Ananym (Earth-616)', 'Elizabeth Twoyoungmen (Earth-616)', 'Gardner Monroe (Earth-616)', 'Goblyn (Earth-616)', 'James Hudson (Earth-616)', 'Jeanne-Marie Beaubier (Earth-616)', 'Jimon Tang (Earth-616)', 'Kyle Gibney (Earth-616)', 'Laura Dean (Earth-616)', 'Lillian Crawley (Earth-616)', 'Madison Jeffries (Earth-616)', 'Michael Twoyoungmen (Earth-616)', 'Walter Langkowski (Earth-616)', 'Zhao Tang (Earth-616)']"
Echidna Capital Management (Earth-616),['John Allen Adams (Earth-616)']
Avengers (Hydra) (Earth-616),"['Anthony Masters (Earth-616)', 'Chthon (Earth-616)', ""Eric O'Grady (LMD) (Earth-616)"", 'Otto Octavius (Earth-616)', 'Thor Odinson (Earth-616)', 'Vision (Earth-616)', 'Wade Wilson (Earth-616)', 'Wanda Maximoff (Earth-616)']"
Lords of the Living Lightning (Earth-616),"['Anthony Masters (Earth-616)', 'Daimon Hellstrom (Earth-616)', 'Lightning Lord (Earth-616)']"
Fatal Sisters (Earth-616),"['Hildegarde (Earth-616)', 'Krista (Earth-616)', 'Sygnet (Earth-616)']"
Eliminators (Earth-616),[]
Samurai Squadron (Earth-616),"['Joe Morita (Earth-616)', 'Toshiro Monsoon (Earth-616)']"
Shadow Hunters (Earth-616),"['Alyssa Moy (Earth-616)', 'Daimon Hellstrom (Earth-616)', 'Margali Szardos (Earth-616)', 'Mechamage (Earth-616)']"
Ultimate Brawling League (Earth-616),"['Antonio Rodriguez (Earth-616)', 'Coach Cady (Earth-616)', 'Daniel Axum (Earth-616)', 'Rey Trueno (Earth-616)', 'Slag (Russian) (Earth-616)']"
Mist-Men (Earth-616),[]
Demon Lords of Stasis (Earth-616),[]
Third Armored Division (Earth-616),"['John Paul Harrison (Earth-616)', 'Sergeant Coltrane (Earth-616)']"
Nuhuman Snipers (Earth-616),[]
Nuclear Emergency Search Team (Earth-616),[]
Cosmic Oneness (Earth-616),['Barry Foxxe (Earth-616)']
Sinister Six (Earth-616),"['8-Ball (Hobgoblin) (Earth-616)', 'Aaron Davis (Earth-1610)', 'Abner Jenkins (Earth-616)', 'Adrian Toomes (Earth-616)', 'Aleksei Sytsevich (Earth-616)', 'Alexei Kravinoff (Earth-616)', 'Antonio Rodriguez (Earth-616)', 'Bi-Beast (Duplicate) (Earth-616)', 'Brian Hibbs (Earth-616)', 'Clown (Franklin) (Earth-616)', 'Curtis Connors (Earth-616)', 'Daniel Berkhart (Earth-616)', 'Delilah (Earth-616)', 'Desmond Charne (Earth-616)', 'Dmitri Smerdyakov (Earth-616)', 'Donald Callahan (Earth-616)', 'Edward Brock (Earth-616)', 'Elaine Coll (Earth-616)', 'Eric Williams (Earth-616)', 'Frances Barrison (Earth-616)', 'Francine Frye (Earth-616)', 'Frederick Myers (Earth-616)', 'Fritz von Meyer (Earth-616)', 'Gog (Tsiln) (Earth-616)', 'Hammerhead (Joseph) (Earth-616)', 'Herman Schultz (Earth-616)', 'James Beverley (Earth-616)', 'James Sanders (Earth-616)', 'Janice Lincoln (Earth-616)', 'Jason Macendale Jr. (Earth-616)', 'Johnathon Ohnn (Earth-616)', 'Killer Shrike (Hobgoblin) (Earth-616)', 'Last Son of Kraven (Earth-616)', 'Leland Owlsley (Earth-616)', 'Living Brain (Earth-616)', 'Lizard (Isotope Genome Accelerator Duplicate) (Earth-616)', 'Lori Baumgartner (Earth-1610)', 'MacDonald Gargan (Earth-616)', 'Maxwell Dillon (Earth-616)', 'Melter (Hobgoblin) (Earth-616)', 'Michael Marko (Earth-616)', 'Morris Bench (Earth-616)', 'Norman Osborn (Earth-616)', 'Otto Octavius (Earth-616)', 'Pierre Fresson (Earth-616)', 'Quentin Beck (Earth-616)', 'Richard Deacon (Earth-616)', 'Roderick Kingsley (Earth-616)', 'Sergei Kravinoff (Earth-616)', 'Steven Hudak (Earth-616)', 'Venom (Symbiote) (Earth-616)', 'William Baker (Earth-616)']"
Nightmericans (Earth-616),"['Chrissie Cutler (Earth-616)', 'Deadbird (Earth-616)', 'Eduardo Sposato (Earth-616)', 'Manny Joslin (Earth-616)', 'Mrs. Gray (Earth-616)', 'Stealth (Earth-616)', 'Stuart Wendel (Earth-616)']"
Cerberuses (Earth-616),[]
Puritans (Earth-616),"['Abigail Harkness (Earth-616)', 'Abigail Williams (Earth-616)', 'Betty Parris (Earth-616)', 'Charles Graymalkin (Earth-616)', 'Cotton Mather (Earth-616)', 'Elizabeth Proctor (Earth-616)', 'George Burroughs (Earth-616)', 'Hiram Shaw (Earth-616)', 'John Proctor (Earth-616)', 'Jonas Graymalkin (Earth-616)', 'Kenneth Tennyson (Earth-616)', 'Marcia Graymalkin (Earth-616)', 'Mary Walcott (Earth-616)', 'Oliver Cromwell (Earth-616)', 'Sarah Good (Earth-616)', 'Sarah Shaw (Earth-616)', 'Solomon Kane (Earth-616)']"
Happy Clams (Earth-616),['Pearl Gross (Earth-616)']
Oscorp (Earth-616),"['Arthur Stacy (Earth-616)', 'Charles Standish (Earth-616)', 'David Lowell (Earth-616)', 'Donald Menken (Earth-616)', 'Elizabeth Allan (Earth-616)', 'Eugene Thompson (Earth-616)', 'Harold Osborn (Clone) (Earth-616)', 'Harold Osborn (Earth-616)', 'John Stone (Earth-616)', 'Mendel Stromm (Earth-616)', 'Nels van Adder (Earth-616)', 'Norman Osborn (Earth-616)', 'Sheryl Doser (Earth-616)', 'File:Bob (Oscorp) (Earth-616) from Thunderbolts Vol 1 120 001.png', 'File:Frank (Oscorp) (Earth-616) from Thunderbolts Vol 1 120 001.png', 'File:Reynolds (Earth-616) from Amazing Spider-Man Vol 1 569 0001.jpg', 'File:Thomas (Chauffeur) (Earth-616) from Amazing Spider-Man Vol 1 119 001.png']"
Kanto-kai (Earth-616),[]
People of the Green Hills (Earth-616),[]
Gene Dogs (Earth-616),"['Annie Jones (Earth-616)', 'Carlos deSilva (Earth-616)', 'Corrine Walton (Earth-616)', 'Emma Malone (Earth-616)', 'Lars Dinkelbach (Earth-616)', 'Marc Devlin (Earth-616)', 'Shaka (Earth-616)']"
Makers (Wakanda) (Earth-616),"[""N'Kono (Earth-616)""]"
Galactic Rim Collective (Earth-616),[]
Cosa Nostra (Earth-616),"['Alberto Benedetti (Earth-616)', 'Carlo Gnucci (Earth-616)', 'Carmen Nobili (Earth-616)', 'Despina Hawthorne (Earth-616)', 'Dino Gnucci (Earth-616)', 'Don Gambello (Earth-616)', 'Don Parisi (Earth-616)', 'Don Stilicho (Earth-616)', 'Don Valerian (Earth-616)', 'Edward Gnucci (Earth-616)', 'Elio Bessucho (Earth-616)', 'Fabian Losani (Earth-616)', 'Fonzie Patrillo (Earth-616)', 'Freddo Pazzo (Earth-616)', 'Geech (Earth-616)', 'Gordon Nobili (Earth-616)', 'Horace Halftree (Earth-616)', 'Isabella Carmela Magdalena Gnucci (Earth-616)', 'Jimmy Genovese (Earth-616)', 'Jimmy Sanguino (Earth-616)', 'Joe Malizia (Earth-616)', 'Joey Geraci (Earth-616)', 'John Vaducci (Earth-616)', 'Johnny Delacavva (Earth-616)', 'Joseph Nobili (Earth-616)', 'Julius Carbone (Earth-616)', 'Kim Sung Young (Earth-616)', 'Leslie Geraci (Earth-616)', 'Mario Geraci (Earth-616)', 'Matthew Vaducci (Earth-616)', 'Mickey Fondozzi (Earth-616)', 'Morris Forelli (Earth-616)', 'Nick Santora (Earth-616)', 'Oscar Depanini (Earth-616)', 'Patricia Gambello (Earth-616)', 'Paul Vaducci (Earth-616)', 'Peter Gnucci (Earth-616)', 'Peter Vaducci (Earth-616)', 'Pike (Mobster) (Earth-616)', 'Raph Losani (Earth-616)', 'Regina Napolitano (Earth-616)', 'Rico Gambisi (Earth-616)', 'Robert Gnucci (Earth-616)', 'Roman (Earth-616)', 'Rosalie Carbone (Earth-616)', 'Sal Pazzo (Earth-616)', 'Salvatore Carbone (Earth-616)', 'Salvatore Vischetti (Earth-616)', 'Shorty Vansante (Earth-616)', 'Stan Ori (Earth-616)', 'Stevie Gnucci (Earth-616)', 'Suspiria (Earth-616)', 'Thomas Casino (Earth-616)', 'Tom Nicholls (Earth-616)', 'Tommy Fabian (Earth-616)', 'Tony (Pazzo Family) (Earth-616)', 'Tony Gambello (Earth-616)', 'Tony Rinaldo (Earth-616)', 'Vincent Calabresse (Earth-616)', 'Vincent Siglio (Earth-616)', 'Vinnie Barbarossa (Earth-616)', 'Vito Vaducci (Earth-616)']"
United Nations Children's Fund (Earth-616),[]
Penny Ant-Es (Earth-616),[]
Kamchatkan Liberation Movement (Earth-616),[]
Wing Patrol (Earth-616),[]
Green Liberation Front (Earth-616),['Boris Bullski (Earth-616)']
Ruling Council (Scadam) (Earth-616),[]
Zodiac (Ecliptic) (Earth-616),"['Aquarius (Ecliptic) (Earth-616)', 'Aries (Ecliptic) (Earth-616)', 'Cancer (Ecliptic) (Earth-616)', 'Capricorn (Ecliptic) (Earth-616)', 'Ecliptic (Earth-616)', 'Leo (Ecliptic) (Earth-616)', 'Libra (Ecliptic) (Earth-616)', 'Madison Jeffries (Earth-616)', 'Pisces (Ecliptic) (Earth-616)', 'Sagittarius (Ecliptic) (Earth-616)', 'Scorpio (Ecliptic) (Earth-616)', 'Taurus (Ecliptic) (Earth-616)', 'Virgo (Ecliptic) (Earth-616)']"
W.E.S.P.E. (Earth-616),[]
Warriors of the Deadly Hammer (Earth-616),[]
Quintronic Man (Earth-616),[]
Hospital for Emergency Aid and Recuperative Therapy (Earth-616),"['Elias Wirtham (Earth-616)', 'Otto Octavius (Earth-616)']"
Department K (Earth-616),"['Bartol Utler (Earth-616)', 'Double Trouble (Earth-616)', 'Garrison Kane (Earth-616)', 'Gregory Terraerton (Earth-616)', 'James Howlett (Earth-616)', 'Jeremy Clarke (Earth-616)', 'Killspree (Earth-616)', 'Tigerstryke (Mitchell) (Earth-616)', 'Wade Wilson (Earth-616)', 'Yeti (Weapon P.R.I.M.E.) (Earth-616)']"
Anchorite Sect (Earth-616),[]
Destefanis Family (Earth-616),[]
Micronauts (Earth-616),"['Acroyear (Earth-616)', 'Arcturus Rann (Earth-616)', 'Arthur Douglas (Earth-616)', 'Biotron (Earth-616)', 'Biotron II (Earth-616)', 'Bug (Insectivorid) (Earth-616)', 'Cilicia (Earth-616)', 'Devil (Microverse) (Earth-616)', 'Dexam (Earth-616)', 'Fireflyte (Earth-616)', 'Flare (Microns) (Earth-616)', 'Iann-23 (Earth-616)', 'Jasmine (Earth-616)', 'Jentorra (Earth-616)', 'Mari (Earth-616)', 'Microtron (Earth-616)', 'Microtron II (Earth-616)', 'Nanotron (Earth-616)', 'Psyklop (Earth-616)', 'Quark (Earth-616)', 'Scion (Earth-616)', 'Solitaire (Microverse) (Earth-616)']"
Street Angels (Earth-616),['Nestor Rodriguez (Earth-616)']
Heaven's Devils M.C. (Earth-616),['Iron Mike (Earth-616)']
Mengo Brothers (Earth-616),[]
Zebra People (Earth-616),"['Arwandi (Earth-616)', 'Charn (Zebra People) (Earth-616)', 'Dania (Zebra People) (Earth-616)', 'Durlu (Earth-616)', 'Karanda (Zebra People) (Earth-616)', 'Maza (Earth-616)', 'Sharka (Earth-616)', 'Sheeas (Earth-616)', 'Zaurai (Earth-616)']"
Intergalactic Empire of Wakanda,[]
Kree Empire,[]
Cult of Entropy (Earth-616),"['Akar (Earth-616)', 'Andrew Forson (Earth-616)', 'Gerald Stone (Earth-616)', 'Jacob Eichorn (Earth-616)', 'Mahapralaya (Earth-616)', 'Victor Conrad (Earth-616)', 'Yagzan (Earth-616)']"
Air Force (Earth-616),"['Donald Clendenon (Earth-616)', 'Fast (Sparrow) (Earth-616)', 'Oriole (Earth-616)', 'Simon Maddicks (Earth-616)', 'Tanager (Earth-616)']"
United Front (Earth-616),"['Arthur Douglas (Earth-616)', 'Camille Benally (Earth-616)', 'Gamora Zen Whoberi Ben Titan (Earth-7528)', 'Heather Douglas (Earth-616)', ""Kl'rt (Earth-616)"", 'Lambda-Zero (Earth-616)', 'Lar-Ka (Earth-616)', 'Mari (Rigellian) (Earth-616)', 'Nebula (Earth-616)', 'Peter Quill (Earth-616)', 'Phyla-Vell (Earth-616)', 'Praxagora (Earth-616)', 'Preak (Earth-616)', 'Pyreus Kril (Earth-616)', 'Red Shift (Earth-616)', 'Richard Rider (Earth-616)', 'Ronan (Earth-616)', 'Talos (Earth-616)', 'Tana Nile (Earth-616)', 'Tristan (Earth-616)']"
Monster Mob (Earth-616),"['Benjamin Grimm (Earth-616)', 'Krumson (Earth-616)', 'Slapdash (Earth-616)']"
Warriors Three (Earth-616),"['Fandral (Earth-616)', 'Hildegarde (Earth-616)', 'Hogun (Earth-616)', 'Roger Norvell (Earth-616)', 'Volstagg (Earth-616)']"
Paragon Properties (Earth-616),['Paul Keane (Earth-616)']
"Skyyventures, Inc. (Earth-616)","['Armand Skyy (Earth-616)', 'John Smith (Skyy) (Earth-616)', 'Simon Caine (Earth-616)']"
Flesh and Bones (Earth-616),[]
Last of the Vikings (Earth-616),[]
Oriental Expediters (Earth-616),"['Kwan Tai-Fung (Earth-616)', 'Oliver Cutlass (Earth-616)']"
Seven Friendless (Earth-616),"['Empathy (Cosmic Being) (Earth-616)', 'Enmity (Earth-616)', 'Entropy (Earth-616)', 'Epiphany (Earth-616)', 'Eternity (Earth-616)', 'Eulogy (Earth-616)', 'Expediency (Earth-616)']"
Friends of the Tower (Earth-616),"['Glow (Inhuman) (Earth-616)', 'Karnak Mander-Azur (Earth-616)', 'Lock (Inhuman) (Earth-616)', 'Mander (Earth-616)', 'Tongue (Inhuman) (Earth-616)', 'Ulysses Cain (Earth-616)']"
Beasts of Berlin (Earth-616),[]
Reals (Earth-616),[]
Villa Cartel (Earth-616),[]
Utabi Tribe (Earth-616),"['Crooked Knife (Earth-616)', 'Pale Mist (Earth-616)']"
Bilderberg Conference (Earth-616),[]
American Intelligence Mechanics (Earth-616),"['Agent Larry (Earth-616)', 'Aikku Jokinen (Earth-616)', 'Doreen Green (Earth-616)', 'Robert Maverick (Earth-616)', 'Roberto Da Costa (Earth-616)', 'Samuel Guthrie (Earth-616)', 'Toni Ho (Earth-616)']"
Tordon-Naans (Earth-616),[]
Tokchis (Earth-616),[]
MI5 (Earth-616),"['Annabel Warner (Earth-616)', 'Joseph Chapman (Earth-616)', 'Philip Gavin (Earth-616)', 'Shang-Chi (Earth-616)']"
Pan-African Congress on the Treatment of Superhumans (Earth-616),[]
Mutant Civil Rights Task Force (Earth-616),"['Aaron Kearse (Earth-616)', 'Catherine Gray (Earth-616)', 'Kendall Green (Earth-616)']"
Snow Leopards (Earth-616),"['Ilya Koblev (Earth-616)', 'Ioakim Koblev (Earth-616)', 'Issa Koblev (Earth-616)']"
High Seers of Nox (Earth-616),[]
Project Vanish (Earth-616),['Fitzhugh Kilroy (Earth-616)']
Five (Earth-616),"['Eva Bell (Earth-616)', 'Fabio Medina (Earth-616)', 'Hope Summers (Earth-616)', 'Joshua Foley (Earth-616)', 'Kevin MacTaggert (Earth-616)']"
United States House of Representatives (Earth-616),"['Congressman Rogers (Earth-616)', 'James Wyatt (Earth-616)', 'John Lindsay (Earth-616)', ""Kyle Richmond (Mephisto's Simulacrum) (Earth-616)"", 'Leonard Gary (Earth-616)', 'Stephanie Hunter (Earth-616)']"
Wakers (Earth-616),"['Abu-Jamal Rodriguez (Earth-616)', 'Betty Sumitro (Earth-616)', 'Carmilla Black (Earth-616)', 'Hyun Rahman (Earth-616)', 'Lars Branco (Earth-616)', 'Njeri Damphousse (Earth-616)']"
Gorilla Men (Bashon) (Earth-616),[]
Jacks (Earth-616),[]
Sentinel Squad O*N*E (Earth-616),"['Alexander Lexington (Earth-616)', 'Emil Winston (Earth-616)', 'Jake Slayton (Earth-616)', 'James Rhodes (Earth-616)', 'Jeremiah Muldoon (Earth-616)', 'John Steele (Sentinel Squad O*N*E) (Earth-616)', 'Nathaniel Briggs (Earth-616)', 'Rajani Dhama (Earth-616)', 'Randall Nixon (Earth-616)', 'Tracy Skylark (Earth-616)']"
Takers (Earth-616),[]
Thaumaturge Trivium (Earth-616),[]
Ku Klux Klan (Earth-616),"['Harrison Stryker (Earth-616)', 'File:Bobby (Klan) (Earth-616) from Marvel Premiere Vol 1 52 001.png', 'File:Harold (Klan) (Earth-616) from Jungle Action Vol 2 19 001.png', 'File:Herbert (Klan) (Earth-616) from Jungle Action Vol 2 20 001.png', 'File:Hewitt (Earth-616) from Marvel Premiere Vol 1 53 001.png', 'File:John (Klan) (Earth-616) from Marvel Premiere Vol 1 52 001.png', 'File:Roland (Klan) (Earth-616) from Jungle Action Vol 2 20 001.png']"
Black Panther Party (Earth-616),['Josiah al hajj Saddiq (Earth-616)']
Wraith Warfleet (Earth-616),[]
Medellin Cartel (Earth-616),[]
198 (Earth-616),"['Absolon Mercator (Earth-616)', 'Amara Aquilla (Earth-616)', 'Beautiful Dreamer (Morlock) (Earth-616)', 'Caliban (Earth-616)', 'Erg (Earth-616)', 'Fever Pitch (Earth-616)', 'Han, Chang, Lin, Sun, and Ho Tao-Yu (Earth-616)', 'Inez Temple (Earth-616)', 'John Greycrow (Earth-616)', 'John Zander (Earth-616)', 'Johnny Dee (Earth-616)', 'Leech (Earth-616)', 'Lillian Crawley (Earth-616)', 'Lorelei Travis (Earth-616)', 'Manuel de la Rocha (Earth-616)', 'Maximus Jensen (Earth-616)', 'Mortimer Toynbee (Earth-616)', 'Peter Quinn (Earth-616)', 'Philippa Sontag (Earth-616)', 'Sack (Earth-616)', 'Sally Blevins (Earth-616)', 'Thomas Jones (Earth-616)']"
Cavalry (Earth-616),"['Eugene Mason (Earth-616)', 'George Smith (Earth-616)', 'Steven Brooks (Earth-616)', 'Tarene (Earth-616)', 'Tarene (Skrull) (Earth-616)', 'Tsu-Zana (Earth-616)', 'Wallace Jackson (Earth-616)']"
Greek Orthodox Church (Earth-616),[]
Pantheon of Sorcerers (Earth-616),"['Holi (Earth-616)', 'Moli (Earth-616)', 'Torla (Earth-616)']"
Retrievers of Atlantis (Earth-616),"['Aeristron (Earth-616)', 'Captiotron (Earth-616)', 'Ducotron (Earth-616)', 'Electron (Retrievers) (Earth-616)', 'Scyphozotron (Earth-616)', 'Thermatron (Earth-616)']"
Egungun (Earth-616),['Namina (Earth-616)']
Project Glamor (Earth-616),['Jody Choate (Earth-616)']
Murderous Mimes (Earth-616),[]
French Resistance (Earth-616),"['Frank Piraud (Earth-616)', 'Gretchen Zeller (Earth-616)', 'Jacques Dernier (Earth-616)', 'Margaret Carter (Earth-616)', 'Napoleon Sack (Earth-616)', 'Pierre Dumort (Earth-616)', 'Richard Zeller (Earth-616)', 'File:Anna (Earth-616) from Captain America and the First Thirteen Vol 1 1 0001.jpg', 'File:Francois (Earth-616) from Tales of Suspense Vol 1 77 0001.jpg', 'File:Henri (Earth-616) from Captain America and the First Thirteen Vol 1 1 0001.jpg', 'File:Joan (French Resistance) (Earth-616) from Captain America Comics Vol 1 32 0001.jpg', 'File:Marc (Earth-616) from Captain America and the First Thirteen Vol 1 1 0001.jpg', 'File:Serge (Earth-616) from Captain America and the First Thirteen Vol 1 1 0001.jpg']"
Russian Armed Forces (Earth-616),"['Anzehlika Medvedev (Earth-616)', 'Arkady Rossovich (Earth-616)', 'Black Brigade (Earth-616)', 'Dima Alekov Kaganitzky (Earth-616)', 'General Greshkov (Earth-616)', 'Illarion Pavlovich Ramskov (Earth-616)', 'Illyich Prokvitch (Earth-616)', 'Titanium Man Mutant-Defense Project (Earth-616)', 'Toma Zaslon (Earth-616)', 'Xandiaong Urt (Earth-616)', 'File:Petrov (Earth-616).png']"
Worthington Industries (Earth-616),"['Candace Southern (Earth-616)', 'Hisako Ichiki (Earth-616)', 'Roxanne Washington (Earth-616)', 'Ruth Aldine (Earth-616)', 'Victor Borkowski (Earth-616)', 'Warren Worthington (Earth-616)', 'Warren Worthington, Jr. (Earth-616)']"
