name,links,number_links,leader,member,ally,enemy
Eros_(Earth-616),"['Terminus_(Destroyer)_(Earth-616)', 'Monica_Rambeau_(Earth-616)', 'Tyros_(Earth-616)', 'Thane_(Earth-616)', 'Jennifer_Walters_(Earth-616)', 'Lockjaw_(Earth-616)', 'Eros_(Earth-616)', 'Richard_Rider_(Earth-616)', 'Gamora_Zen_Whoberi_Ben_Titan_(Earth-7528)', 'Frank_Castle_(Earth-TRN666)', 'Phoenix_Force_(Earth-616)', 'Kallark_(Earth-616)', 'Mar-Vell_(Earth-616)', 'Adam_Warlock_(Earth-616)', 'Heather_Douglas_(Earth-616)', 'Hela_(Earth-616)', 'Samuel_Wilson_(Earth-616)', 'Maelstrom_(Earth-616)', 'Morgan_Le_Fay_(Earth-616)', 'Beyonder_(Earth-616)', 'John_Jonah_Jameson_III_(Earth-616)', 'Wendell_Vaughn_(Earth-616)', 'Tryco_Slatterus_(Earth-616)', 'Genis-Vell_(Earth-616)', 'Pyreus_Kril_(Earth-616)', 'Thanos_(Earth-616)', 'Thor_Odinson_(Earth-616)', 'Nebula_(Earth-616)']",28,[],['Avengers'],[],[]
Kl'rt_(Earth-616),"['Jonathan_Storm_(Earth-616)', 'Phillip_Masters_(Earth-616)', 'Annihilus_(Earth-616)', 'Mantis_(Brandt)_(Earth-616)', 'Aron_(Earth-616)', 'Peter_Parker_(Earth-616)', 'Wanda_Maximoff_(Earth-616)', 'Loki_Laufeyson_(Earth-616)', 'Norrin_Radd_(Earth-616)', 'Supreme_Intelligence_(Earth-616)', 'Ultron_(Earth-616)', 'Namor_McKenzie_(Earth-616)', 'Jennifer_Walters_(Earth-616)', 'William_Kaplan_(Earth-616)', 'Colleen_Wing_(Earth-616)', 'Phyla-Vell_(Earth-616)', 'Carol_Danvers_(Earth-616)', 'Eros_(Earth-616)', 'James_Howlett_(Earth-616)', 'Richard_Rider_(Earth-616)', 'Warlock_(Technarch)_(Earth-616)', 'Victor_von_Doom_(Earth-616)', 'Bruce_Banner_(Earth-616)', 'Hercules_Panhellenios_(Earth-616)', ""Kl'rt_(Earth-616)"", 'Kallark_(Earth-616)', 'Mar-Vell_(Earth-616)', 'Adam_Warlock_(Earth-616)', 'Anthony_Stark_(Earth-616)', 'Elizabeth_Ross_(Earth-616)', 'Richard_Jones_(Earth-616)', 'Greer_Grant_(Earth-616)', 'Theodore_Altman_(Earth-616)', 'Stranger_(Cosmic_Being)_(Earth-616)', 'Tamara_Devoux_(Earth-616)', 'Black_Dwarf_(Earth-616)', 'Nicholas_Fury_(Earth-616)', 'Heather_Douglas_(Earth-616)', 'Pietro_Maximoff_(Earth-616)', 'Peter_Quill_(Earth-616)', 'Samuel_Wilson_(Earth-616)', 'Susan_Storm_(Earth-616)', 'Benjamin_Grimm_(Earth-616)', 'Daniel_Rand_(Earth-616)', ""J'son_(Earth-616)"", 'Janet_Van_Dyne_(Earth-616)', 'Steven_Rogers_(Earth-616)', 'Ronan_(Earth-616)', 'Galan_(Earth-616)', 'Beyonder_(Earth-616)', 'Wendell_Vaughn_(Earth-616)', 'Mad_Thinker_(Julius)_(Earth-616)', 'Katherine_Pryde_(Earth-616)', 'Aleksei_Sytsevich_(Earth-616)', 'Kevin_Plunder_(Earth-616)', 'Ex_Nihilo_(Earth-616)', 'Genis-Vell_(Earth-616)', 'Thomas_Shepherd_(Earth-616)', 'Thanos_(Earth-616)', 'Luke_Cage_(Earth-616)', 'Stephen_Strange_(Earth-616)', 'Thor_Odinson_(Earth-616)', 'Vision_(Earth-616)', 'Sentry_459_(Earth-616)', 'Morrat_(Earth-616)', 'Henry_Pym_(Earth-616)']",66,[],['Guardians of the Galaxy'],['Young Avengers'],"['Young Avengers', 'Fantastic Four']"
Juan_Meroz_(Earth-616),['Maa-Gor_(Earth-616)'],1,[],[],[],['X-Men']
Jack_O'Lantern_(Crime-Master's)_(Earth-616),"['Johann_Shmidt_(Clone)_(Earth-616)', 'Edward_Brock_(Earth-616)', ""Jack_O'Lantern_(Crime-Master's)_(Earth-616)"", 'Wade_Wilson_(Earth-616)', 'Richard_Deacon_(Earth-616)', 'Johnathon_Blaze_(Earth-616)', 'Onslaught_(Psychic_Entity)_(Earth-616)', 'Eugene_Thompson_(Earth-616)', ""T'Challa_(Earth-616)""]",9,[],['Avengers'],[],[]
Galactus'_Cat_(Earth-616),"['Jonathan_Storm_(Earth-616)', 'Benjamin_Grimm_(Earth-616)', 'Galan_(Earth-616)', 'Steven_Rogers_(Earth-616)', 'Beyonder_(Earth-616)']",5,[],['Heralds of Galactus'],[],[]
Va_Nee_Gast_(Earth-616),"['Challenger_(Elder_of_the_Universe)_(Earth-616)', 'Toni_Ho_(Earth-616)', 'Rogue_(Anna_Marie)_(Earth-616)', 'Va_Nee_Gast_(Earth-616)', 'Henry_McCoy_(Earth-616)', 'Pietro_Maximoff_(Earth-616)', 'Nadia_Van_Dyne_(Earth-616)', 'Bruce_Banner_(Earth-616)', 'Wanda_Maximoff_(Earth-616)', 'Loki_Laufeyson_(Earth-616)', 'Samuel_Wilson_(Earth-616)', 'Thor_Odinson_(Earth-616)', 'Edwin_Jarvis_(Earth-616)', 'En_Dwi_Gast_(Earth-616)', 'Vision_(Earth-616)', 'Roberto_Da_Costa_(Earth-616)', 'Henry_Pym_(Earth-616)', 'Steven_Rogers_(Earth-616)']",18,[],['Elders of the Universe'],[],[]
Max_Eisenhardt_(Earth-616),"['Johann_Shmidt_(Clone)_(Earth-616)', 'Lila_Cheney_(Earth-616)', 'Wanda_Maximoff_(Earth-616)', 'Ultron_(Earth-616)', 'Steven_Rogers_(Earth-61311)', 'Zala_Dane_(Earth-616)', 'Danger_(Earth-616)', 'Mandarin_(Earth-616)', 'Onslaught_(Psychic_Entity)_(Earth-616)', 'Yuriko_Takiguchi_(Earth-616)', 'Victor_von_Doom_(Earth-616)', 'Hercules_Panhellenios_(Earth-616)', 'Mojo_(Mojoverse)', 'Lorna_Dane_(Earth-616)', 'Roberto_Da_Costa_(Earth-616)', ""N'astirh_(Earth-616)"", 'Daisy_Johnson_(Earth-616)', 'Pietro_Maximoff_(Earth-616)', 'Sophie_Cuckoo_(Earth-616)', 'Maelstrom_(Earth-616)', 'En_Sabah_Nur_(Earth-616)', 'Owen_Reece_(Earth-616)', 'Galan_(Earth-616)', 'Steven_Rogers_(Earth-616)', 'Janet_Van_Dyne_(Earth-616)', 'Robert_Reynolds_(Earth-616)', 'Katherine_Pryde_(Earth-616)', 'Esme_Cuckoo_(Earth-616)', 'Paige_Guthrie_(Earth-616)', 'Thor_Odinson_(Earth-616)', 'Ororo_Munroe_(Earth-616)', 'Fabian_Cortez_(Earth-616)', 'Jonathan_Storm_(Earth-616)', 'Monet_St._Croix_(Earth-616)', 'Amora_(Earth-616)', 'Carol_Danvers_(Earth-616)', 'James_Howlett_(Earth-616)', 'Curtis_Connors_(Earth-616)', 'Sebastian_Shaw_(Earth-616)', 'Kyle_Jinadu_(Earth-616)', 'Joanna_Cargill_(Earth-616)', 'Otto_Octavius_(Earth-616)', 'Jean-Paul_Beaubier_(Earth-616)', 'Dane_Whitman_(Earth-616)', 'Anthony_Stark_(Earth-616)', 'Blackagar_Boltagon_(Earth-616)', 'Rogue_(Anna_Marie)_(Earth-616)', 'Elizabeth_Braddock_(Earth-616)', 'Stranger_(Cosmic_Being)_(Earth-616)', 'Raven_Darkholme_(Earth-616)', 'Sally_Blevins_(Earth-616)', 'Henry_McCoy_(Earth-616)', 'Mesmero_(Vincent)_(Earth-616)', 'Emma_Frost_(Earth-616)', 'Johnathon_Blaze_(Earth-616)', 'Dimitri_Bukharin_(Earth-616)', 'Sebastion_Gilberti_(Earth-616)', 'Vision_(Earth-616)', 'Davan_Shakari_(Earth-616)', 'Hope_Summers_(Earth-616)', 'Piotr_Rasputin_(Earth-616)', 'Max_Eisenhardt_(Earth-616)', 'Bennet_du_Paris_(Earth-616)', 'Dirk_Garthwaite_(Earth-616)', 'Joshua_Foley_(Earth-616)', 'Phoenix_Force_(Earth-616)', 'Kurt_Wagner_(Earth-616)', 'Samuel_Guthrie_(Earth-616)', 'Wolfgang_von_Strucker_(Earth-616)', 'Kuan-Yin_Xorn_(Earth-616)', 'Carl_Creel_(Earth-616)', 'Jericho_Drumm_(Earth-616)', 'Amara_Aquilla_(Earth-616)', 'Nathaniel_Essex_(Earth-616)', 'Rachel_Summers_(Earth-811)', 'Jason_Wyngarde_(Earth-616)', 'Jean_Grey_(Earth-616)', 'Joseph_(Earth-616)', 'Nathaniel_Richards_(Kang)_(Earth-6311)', 'Illyana_Rasputina_(Earth-616)', 'Stephen_Strange_(Earth-616)', 'Karima_Shapandar_(Earth-616)', 'Douglas_Ramsey_(Earth-616)', 'Warren_Worthington_III_(Earth-616)', 'Danielle_Moonstar_(Earth-616)', 'Charles_Xavier_(Earth-616)', 'Namor_McKenzie_(Earth-616)', 'Laura_Kinney_(Earth-616)', 'Warlock_(Technarch)_(Earth-616)', 'Bruce_Banner_(Earth-616)', 'Nathaniel_Grey_(Earth-295)', 'Victor_Creed_(Earth-616)', 'Karl_Lykos_(Earth-616)', 'Kate_Kildare_(Earth-616)', 'Daniel_Drumm_(Earth-616)', 'Johann_Shmidt_(Earth-616)', 'Alexander_Summers_(Earth-616)', 'Nimrod_(Earth-811)', 'Moira_MacTaggert_(Earth-TRN748)', 'Beyonder_(Earth-616)', 'Abigail_Brand_(Earth-616)', 'Scott_Summers_(Earth-616)', 'Mortimer_Toynbee_(Earth-616)']",103,['X-Men'],"['X-Men', 'Strategic Homeland Intervention, Enforcement and Logistics Division']",['Young Avengers'],"['Avengers', 'X-Men', 'Fantastic Four']"
Adrian_Toomes_(Earth-616),"['Maxwell_Dillon_(Earth-616)', 'Bullseye_(Lester)_(Earth-616)', 'Peter_Parker_(Earth-616)', 'Leland_Owlsley_(Earth-616)', 'Arcade_(Earth-616)', 'Sergei_Kravinoff_(Earth-616)', 'Roderick_Kingsley_(Earth-616)', 'Adrian_Toomes_(Earth-616)', 'James_Madrox_(S.H.I.E.L.D._Agent)_(Earth-616)', 'Frederick_Myers_(Earth-616)', 'Matthew_Murdock_(Earth-616)', 'Wade_Wilson_(Earth-616)', 'Eric_Williams_(Earth-616)', 'Otto_Octavius_(Earth-616)', 'Victor_Creed_(Earth-616)', 'Alexei_Kravinoff_(Earth-616)', 'William_Baker_(Earth-616)', 'Peter_Petruski_(Earth-616)', 'MacDonald_Gargan_(Earth-616)', 'Sally_Blevins_(Earth-616)', 'Harold_Osborn_(Earth-616)', 'Steven_Rogers_(Earth-616)', 'Dmitri_Smerdyakov_(Earth-616)', 'Aleksei_Sytsevich_(Earth-616)', 'Anthony_Masters_(Earth-616)', 'Cain_Marko_(Earth-616)', 'Quentin_Beck_(Earth-616)', ""Eric_O'Grady_(LMD)_(Earth-616)"", 'Mephisto_(Earth-616)']",29,[],['Sinister Six'],[],[]
Joseph_Bricklemoore_(Earth-616),['Josephine_Bricklemoore_(Earth-616)'],1,[],"['Strategic Homeland Intervention, Enforcement and Logistics Division']",[],[]
Jamil_(Earth-616),[],0,[],[],[],['X-Men']
Candra_(Earth-616),"['Candra_(Earth-616)', ""T'Challa_(Earth-616)"", 'Nathan_Summers_(Earth-616)', 'James_Howlett_(Earth-616)', 'Adolf_Hitler_(Earth-616)', 'Julio_Richter_(Earth-616)', 'Shadow_King_(Multiverse)', 'Rogue_(Anna_Marie)_(Earth-616)', 'Wolfgang_von_Strucker_(Earth-616)', 'Jamil_(Earth-616)', 'Nicholas_Fury_(Earth-616)', 'En_Sabah_Nur_(Earth-616)', 'Kaine_Parker_(Earth-616)', 'Nathaniel_Essex_(Earth-616)', 'Gideon_(Earth-616)', 'Jean_Grey_(Earth-616)', 'Ozymandias_(Earth-616)', 'Cain_Marko_(Earth-616)', 'Bond_(Earth-616)', 'Ororo_Munroe_(Earth-616)', 'Longshot_(Mojoverse)', 'Remy_LeBeau_(Earth-616)']",22,[],[],[],['X-Men']
Lippy_Louie_(Earth-616),['Boss_Barker_(Earth-616)'],1,[],[],[],['Fantastic Four']
Yabbat_Ummon_Turru_(Earth-1365),"['Beta_Ray_Bill_(Earth-616)', 'Namor_McKenzie_(Earth-616)', 'Proxima_Midnight_(Earth-616)', 'Tyros_(Earth-13054)', 'En_Dwi_Gast_(Earth-616)', ""T'Challa_(Earth-616)"", 'Victor_von_Doom_(Earth-616)', 'Taneleer_Tivan_(Earth-616)', 'Bruce_Banner_(Earth-616)', 'Yabbat_Ummon_Turru_(Earth-1365)', 'Challenger_(Elder_of_the_Universe)_(Earth-616)', 'Blackagar_Boltagon_(Earth-616)', 'Rogue_(Anna_Marie)_(Earth-616)', 'Groot_(Earth-616)', 'Hela_(Earth-616)', 'Peter_Quill_(Earth-616)', 'Corvus_Glaive_(Earth-616)', 'Va_Nee_Gast_(Earth-616)', 'Thanos_(Earth-616)', 'Stephen_Strange_(Earth-616)', 'Thor_Odinson_(Earth-616)']",21,[],['Black Order'],['Illuminati'],['Illuminati']
Desmond_Charne_(Earth-616),"['Dmitri_Smerdyakov_(Earth-616)', 'Arnim_Zola_(Earth-616)', 'Frederick_Myers_(Earth-616)', 'Steven_Rogers_(Earth-616)', 'Wade_Wilson_(Earth-616)', 'Matthew_Murdock_(Earth-616)', 'Benjamin_Reilly_(Earth-616)', 'Leland_Owlsley_(Earth-616)', 'Roger_Gocking_(Earth-616)', 'Stephen_Strange_(Earth-616)', 'Benjamin_Grimm_(Earth-616)', 'Maxwell_Markham_(Earth-616)', 'Parker_Robbins_(Earth-616)', 'Frank_Castle_(Earth-616)']",14,[],['Sinister Six'],[],[]
Melanie_Kraus_(Earth-616),['Karl_Kraus_(Earth-616)'],1,[],['Hydra'],[],[]
Simon_Mycroft_(Earth-616),"['Melanie_Kraus_(Earth-616)', 'Karl_Kraus_(Earth-616)']",2,[],['Hydra'],[],[]
Charles_Dalton_(Earth-616),"['Steven_Rogers_(Earth-61311)', 'Phillip_Coulson_(Earth-616)', 'Maria_Hill_(Earth-616)']",3,[],"['Strategic Homeland Intervention, Enforcement and Logistics Division']",[],[]
Vincente_Fortunato_(Earth-616),"['Matthew_Murdock_(Earth-616)', 'Benjamin_Reilly_(Earth-616)']",2,[],['Hydra'],[],[]
Bloodscream_(Earth-616),"['James_Howlett_(Earth-21923)', 'James_Howlett_(Earth-616)', 'Carlos_LaMuerto_(Earth-616)', 'Peter_Parker_(Earth-616)', 'Belasco_(Earth-616)', 'Edward_Whelan_(Earth-616)', 'Sergei_Kravinoff_(Earth-616)']",7,[],[],[],['X-Men']
James_Santini_(Earth-616),"['Curtis_Connors_(Earth-616)', 'Emery_Schaub_(Earth-616)', 'Peter_Parker_(Earth-616)', 'Delroy_Garrett_Jr._(Earth-616)', 'Henry_Pym_(Earth-616)']",5,[],['Avengers'],[],[]
James_Woo_(Earth-616),"['Yuriko_Takiguchi_(Earth-616)', 'Deltite_(Earth-616)', 'Kenneth_Hale_(Earth-616)', 'Plan_Chu_(Earth-616)', 'Nicholas_Fury_(Earth-616)', 'Steven_Rogers_(Earth-616)', 'Lucia_von_Bardas_(Earth-616)', 'Peter_Parker_(Earth-616)', 'James_Woo_(Earth-616)', 'Thaddeus_Ross_(Earth-616)', 'SJ3RX_(Earth-616)', 'Timothy_Dugan_(Earth-616)', 'Norman_Osborn_(Earth-616)', 'Henry_Pym_(Earth-616)']",14,[],"['Strategic Homeland Intervention, Enforcement and Logistics Division']",[],[]
Norrin_Radd_(Earth-616),"['Tyros_(Earth-616)', 'Peter_Parker_(Earth-616)', 'Ultron_(Earth-616)', 'Ivan_Kragoff_(Earth-616)', 'En_Dwi_Gast_(Earth-616)', 'Null_the_Living_Darkness_(Earth-616)', 'Jessica_Jones_(Earth-616)', 'Victor_von_Doom_(Earth-616)', ""Kl'rt_(Earth-616)"", 'Frankie_Raye_(Earth-616)', 'Samantha_Parrington_(Earth-616)', 'Owen_Reece_(Earth-616)', 'Galan_(Earth-616)', 'Steven_Rogers_(Earth-616)', 'Robert_Reynolds_(Earth-616)', 'Void_(Dark_Sentry)_(Earth-616)', 'Rocket_Raccoon_(Earth-616)', 'Patricia_Walker_(Earth-616)', 'Thor_Odinson_(Earth-616)', 'Ororo_Munroe_(Earth-616)', 'Mephisto_(Earth-616)', 'Jonathan_Storm_(Earth-616)', 'Praeter_(Mike)_(Earth-616)', 'Attuma_(Earth-616)', 'Jennifer_Walters_(Earth-616)', 'Skaar_(Earth-616)', 'Alicia_Masters_(Earth-616)', ""T'Challa_(Earth-616)"", 'Vlad_Dracula_(Earth-616)', 'Richard_Rider_(Earth-616)', 'Quasi-Motivational_Destruct_Organism_(Earth-616)', 'Masked_Raider_III_(Earth-616)', 'Adam_Warlock_(Earth-616)', 'Dane_Whitman_(Earth-616)', 'Stranger_(Cosmic_Being)_(Earth-616)', 'Psycho-Man_(Earth-616)', 'Benjamin_Grimm_(Earth-616)', 'Eric_Brooks_(Earth-616)', 'Genis-Vell_(Earth-616)', 'Shaper_of_Worlds_(Earth-616)', 'Ardina_(Earth-616)', 'Annihilus_(Earth-616)', 'Calizuma_(Earth-616)', 'Zoloz_(Earth-616)', 'Todd_Arliss_(Earth-616)', 'Cosmo_(Dog)_(Earth-616)', 'Dormammu_(Earth-616)', 'Red_Shift_(Earth-616)', 'Clea_(Earth-616)', 'Samuel_Wilson_(Earth-616)', 'Stephen_Strange_(Earth-616)', 'Morg_(Earth-616)', 'Kyle_Richmond_(Earth-616)', 'Mantis_(Brandt)_(Earth-616)', 'Henry_Pym_(Earth-616)', 'Nebula_(Earth-616)', 'Egros_(Earth-616)', 'Gilpetperdon_(Earth-616)', 'Loki_Laufeyson_(Earth-616)', 'Norrin_Radd_(Earth-616)', 'Beta_Ray_Bill_(Earth-616)', 'Thaddeus_Ross_(Earth-616)', 'Namor_McKenzie_(Earth-616)', 'Lockjaw_(Earth-616)', 'Yandroth_(Earth-616)', 'Bruce_Banner_(Earth-616)', 'Brunnhilde_(Earth-616)', 'Knull_(Earth-616)', 'Nebulon_(Earth-616)', 'Suzi_Endo_(Earth-616)', 'Arthur_Douglas_(Earth-616)', 'Brandy_Selby_(Earth-616)', 'Jonathan_Hart_(Earth-616)', ""J'son_(Earth-616)"", 'Beyonder_(Earth-616)', 'Mad_Thinker_(Julius)_(Earth-616)', 'Wendell_Vaughn_(Earth-616)', 'Odin_Borson_(Earth-616)', 'Air-Walker_(Automaton)_(Earth-616)', 'Thanos_(Earth-616)', 'Lambda-Zero_(Earth-616)', 'Natalia_Romanova_(Earth-616)']",82,[],"['Defenders', 'Heralds of Galactus']",['Fantastic Four'],['Elders of the Universe']
Reilly_Marshall_(Earth-616),"['Sophie_Cuckoo_(Earth-616)', 'Charles_Xavier_(Earth-616)', 'Max_Eisenhardt_(Earth-616)']",3,[],"['Strategic Homeland Intervention, Enforcement and Logistics Division']",[],[]
Wendell_Vaughn_(Earth-616),"['Annihilus_(Earth-616)', 'Egros_(Earth-616)', 'Wanda_Maximoff_(Earth-616)', 'Beta_Ray_Bill_(Earth-616)', 'Norrin_Radd_(Earth-616)', 'Steven_Rogers_(Earth-61311)', 'Arthur_Parks_(Earth-616)', 'Phyla-Vell_(Earth-616)', 'Eros_(Earth-616)', 'Richard_Rider_(Earth-616)', 'Robert_Rider_(Earth-616)', 'Bruce_Banner_(Earth-616)', 'Helmut_Zemo_(Earth-616)', 'Kallark_(Earth-616)', 'Avril_Kincaid_(Earth-616)', 'Mar-Vell_(Earth-616)', 'Christopher_Powell_(Earth-616)', 'Blackagar_Boltagon_(Earth-616)', 'Richard_Jones_(Earth-616)', 'Stranger_(Cosmic_Being)_(Earth-616)', 'Sergei_Krylov_(Earth-616)', 'Heather_Douglas_(Earth-616)', 'Maelstrom_(Earth-616)', 'Morgan_Le_Fay_(Earth-616)', 'Ayesha_(Earth-616)', 'Galan_(Earth-616)', 'Steven_Rogers_(Earth-616)', 'Ronan_(Earth-616)', 'Wendell_Vaughn_(Earth-616)', 'Laynia_Petrovna_(Earth-616)', 'Dragon_of_the_Moon_(Earth-616)', 'Magus_(Earth-7528)', 'Thanos_(Earth-616)', 'Kobik_(Earth-616)', 'Thor_Odinson_(Earth-616)', 'Drew_Daniels_(Earth-616)', 'Thundra_(Earth-715)']",37,[],"['Avengers', 'Guardians of the Galaxy', 'Strategic Homeland Intervention, Enforcement and Logistics Division']","['Guardians of the Galaxy', 'Fantastic Four']",[]
Sersi_(Earth-616),"['Eros_(Earth-616)', 'Anthony_Stark_(Earth-616)', 'Jonathan_Storm_(Earth-616)', 'Jean_Grey_(Earth-616)', 'Taneleer_Tivan_(Earth-616)', 'Thanos_(Earth-616)', 'Stephen_Strange_(Earth-616)', 'Thor_Odinson_(Earth-616)', 'Fabian_Cortez_(Earth-616)', 'Jennifer_Walters_(Earth-616)', 'Bennet_du_Paris_(Earth-616)', 'Janet_Van_Dyne_(Earth-616)', 'Steven_Rogers_(Earth-616)', 'Dane_Whitman_(Earth-616)', 'Gilgamesh_(Earth-616)', 'Sersi_(Earth-616)']",16,[],['Avengers'],[],[]
Hector_Rendoza_(Earth-616),"['Charles_Xavier_(Earth-616)', 'Max_Eisenhardt_(Earth-616)', 'Jean_Grey_(Earth-616)']",3,[],['X-Men'],[],[]
Eric_Masterson_(Earth-616),"['Steven_Rogers_(Earth-616)', 'Victor_von_Doom_(Earth-616)', 'Cain_Marko_(Earth-616)', 'Eric_Williams_(Earth-616)', 'Hercules_Panhellenios_(Earth-616)', 'Quicksand_(Nguyet)_(Earth-616)', 'James_Rhodes_(Earth-616)', 'Thor_Odinson_(Earth-616)', 'Norrin_Radd_(Earth-616)', 'Wanda_Maximoff_(Earth-616)', 'Mongoose_(Earth-616)', 'Kevin_Masterson_(Earth-616)', 'Amora_(Earth-616)', 'Eric_Masterson_(Earth-616)']",14,[],['Avengers'],[],[]
Richard_Fisk_(Earth-616),"['Roderick_Kingsley_(Earth-616)', 'Benjamin_Reilly_(Earth-616)', 'Maya_Lopez_(Earth-616)', 'Otto_Octavius_(Earth-616)', 'Mephisto_(Earth-616)', 'Johann_Shmidt_(Earth-616)', 'Johnathon_Blaze_(Earth-616)', 'Steven_Rogers_(Earth-616)']",8,['Hydra'],[],[],[]
Clarice_Ferguson_(Earth-616),"['Clarice_Ferguson_(Earth-616)', 'Danielle_Moonstar_(Earth-616)', 'Abigail_Brand_(Earth-616)', 'Scott_Summers_(Earth-616)', 'Stephen_Strange_(Earth-616)', 'En_Sabah_Nur_(Earth-616)', 'Kurt_Wagner_(Earth-616)', 'Emma_Frost_(Earth-616)']",8,[],['X-Men'],[],[]
Ulysses_Klaw_(Earth-616),"['Morris_Bench_(Earth-616)', 'Sharon_Ventura_(Earth-616)', 'Jonathan_Storm_(Earth-616)', 'Devos_(Earth-616)', 'Aron_(Earth-616)', 'Ultron_(Earth-616)', 'Mary_MacPherran_(Earth-616)', 'Georges_Batroc_(Earth-616)', ""T'Challa_(Earth-616)"", 'Paibok_(Earth-616)', 'Alison_Blaire_(Earth-616)', 'Victor_von_Doom_(Earth-616)', 'Matthew_Murdock_(Earth-616)', 'Otto_Octavius_(Earth-616)', 'Ulysses_Klaw_(Earth-616)', 'Anthony_Stark_(Earth-616)', 'William_Baker_(Earth-616)', 'Brock_Rumlow_(Earth-616)', 'Owen_Reece_(Earth-616)', 'Henry_McCoy_(Earth-616)', 'Benjamin_Grimm_(Earth-616)', 'Galan_(Earth-616)', 'Steven_Rogers_(Earth-616)', 'Beyonder_(Earth-616)', 'Mad_Thinker_(Julius)_(Earth-616)', 'Kevin_Plunder_(Earth-616)', 'Tara_Richards_(Earth-6311)', 'Cletus_Kasady_(Earth-616)', 'Thor_Odinson_(Earth-616)', 'Justine_Hammer_(Earth-616)', 'Vision_(Earth-616)']",31,[],[],[],['Fantastic Four']
Jack_Monroe_(Earth-616),"['Adolf_Hitler_(Earth-616)', 'Henry_Gyrich_(Earth-616)', 'Samuel_Wilson_(Earth-616)', 'James_Buchanan_Barnes_(Earth-616)', 'Jane_Foster_(Earth-616)', 'Sharon_Carter_(Earth-616)']",6,[],[],[],['Thunderbolts']
Gregory_Belial_(Earth-616),"['Rupert_Helona_(Earth-616)', 'Alizon_Baunacha_(Earth-616)', 'Ayla_Ranefer_(Earth-616)', 'Josef_Pohlmann_(Earth-616)']",4,[],['Hydra'],[],[]
